4.541000000000000036e-01,2.123287671232876872e-01,6.340579710144927938e-01,3.278145695364238499e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
5.512000000000000233e-01,2.705479452054794787e-01,5.890603085553997031e-01,2.384105960264901181e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
4.541000000000000036e-01,2.123287671232876872e-01,6.340579710144927938e-01,3.278145695364238499e-01,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,7.784011220196354053e-01,3.046357615894039750e-01,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.942496493688640191e-01,2.052980132450331896e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
2.851000000000000201e-01,1.746575342465753466e-01,3.162055335968379510e-01,9.933774834437072640e-03,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
6.522000000000000020e-01,6.198630136986301720e-01,6.732117812061710893e-01,4.139072847682119805e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
5.512000000000000233e-01,2.705479452054794787e-01,5.890603085553997031e-01,2.384105960264901181e-01,0.000000000000000000e+00
6.522000000000000020e-01,6.198630136986301720e-01,6.732117812061710893e-01,4.139072847682119805e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
5.866000000000000103e-01,6.438356164383561842e-01,6.698002350176263109e-01,2.350993377483443225e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.890603085553997031e-01,8.278145695364237666e-02,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.943000000000000504e-01,5.958904109589041598e-01,7.152875175315568379e-01,2.649006622516555595e-02,0.000000000000000000e+00
1.250000000000000000e-01,0.000000000000000000e+00,6.521739130434782705e-01,2.781456953642384364e-02,0.000000000000000000e+00
3.197999999999999732e-01,1.678082191780821963e-01,2.241847826086956763e-01,1.059602649006622516e-01,0.000000000000000000e+00
6.245000000000000551e-01,6.164383561643835829e-01,6.942496493688640191e-01,2.384105960264900625e-01,0.000000000000000000e+00
5.752000000000000446e-01,6.369863013698631171e-01,6.100981767180926330e-01,6.622516556291391243e-02,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.713554987212275726e-01,3.079470198675496317e-01,0.000000000000000000e+00
5.512000000000000233e-01,2.705479452054794787e-01,5.890603085553997031e-01,2.384105960264901181e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
5.789999999999999591e-01,5.924657534246575707e-01,8.204768583450210429e-01,6.622516556291411539e-03,0.000000000000000000e+00
2.851000000000000201e-01,1.746575342465753466e-01,3.162055335968379510e-01,9.933774834437072640e-03,0.000000000000000000e+00
5.752000000000000446e-01,6.369863013698631171e-01,6.100981767180926330e-01,6.622516556291391243e-02,0.000000000000000000e+00
5.512000000000000233e-01,2.705479452054794787e-01,5.890603085553997031e-01,2.384105960264901181e-01,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,6.929347826086956763e-01,6.953642384105958307e-02,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.789999999999999591e-01,5.924657534246575707e-01,8.204768583450210429e-01,6.622516556291411539e-03,0.000000000000000000e+00
5.752000000000000446e-01,6.369863013698631171e-01,6.100981767180926330e-01,6.622516556291391243e-02,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,6.929347826086956763e-01,6.953642384105958307e-02,0.000000000000000000e+00
6.522000000000000020e-01,6.198630136986301720e-01,6.732117812061710893e-01,4.139072847682119805e-01,0.000000000000000000e+00
5.789999999999999591e-01,5.924657534246575707e-01,8.204768583450210429e-01,6.622516556291411539e-03,0.000000000000000000e+00
5.943000000000000504e-01,5.958904109589041598e-01,7.152875175315568379e-01,2.649006622516555595e-02,0.000000000000000000e+00
5.943000000000000504e-01,5.958904109589041598e-01,7.152875175315568379e-01,2.649006622516555595e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
5.252000000000000002e-01,1.917808219178082363e-01,6.324110671936759021e-01,1.291390728476821403e-01,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
2.851000000000000201e-01,1.746575342465753466e-01,3.162055335968379510e-01,9.933774834437072640e-03,0.000000000000000000e+00
2.851000000000000201e-01,1.746575342465753466e-01,3.162055335968379510e-01,9.933774834437072640e-03,0.000000000000000000e+00
6.522000000000000020e-01,6.198630136986301720e-01,6.732117812061710893e-01,4.139072847682119805e-01,0.000000000000000000e+00
5.866000000000000103e-01,6.438356164383561842e-01,6.698002350176263109e-01,2.350993377483443225e-01,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.752000000000000446e-01,6.369863013698631171e-01,6.100981767180926330e-01,6.622516556291391243e-02,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
2.851000000000000201e-01,1.746575342465753466e-01,3.162055335968379510e-01,9.933774834437072640e-03,0.000000000000000000e+00
7.280999999999999694e-01,8.184931506849315586e-01,6.713554987212275726e-01,4.304635761589404863e-01,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.890603085553997031e-01,8.278145695364237666e-02,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
3.197999999999999732e-01,1.678082191780821963e-01,2.241847826086956763e-01,1.059602649006622516e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.943000000000000504e-01,5.958904109589041598e-01,7.152875175315568379e-01,2.649006622516555595e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,8.835904628330997213e-01,3.642384105960263380e-02,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,8.835904628330997213e-01,3.642384105960263380e-02,0.000000000000000000e+00
2.851000000000000201e-01,1.746575342465753466e-01,3.162055335968379510e-01,9.933774834437072640e-03,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,6.929347826086956763e-01,6.953642384105958307e-02,0.000000000000000000e+00
5.752000000000000446e-01,6.369863013698631171e-01,6.100981767180926330e-01,6.622516556291391243e-02,0.000000000000000000e+00
3.674000000000000044e-01,1.712328767123287576e-01,5.469845722300140656e-01,4.966887417218543432e-02,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
7.280999999999999694e-01,8.184931506849315586e-01,6.713554987212275726e-01,4.304635761589404863e-01,0.000000000000000000e+00
5.617999999999999661e-01,5.856164383561643927e-01,7.784011220196354053e-01,2.317880794701987490e-02,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.843000000000000416e-01,6.130136986301369939e-01,6.100981767180926330e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.252000000000000002e-01,1.917808219178082363e-01,6.324110671936759021e-01,1.291390728476821403e-01,0.000000000000000000e+00
6.245000000000000551e-01,6.164383561643835829e-01,6.942496493688640191e-01,2.384105960264900625e-01,0.000000000000000000e+00
3.674000000000000044e-01,1.712328767123287576e-01,5.469845722300140656e-01,4.966887417218543432e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,6.929347826086956763e-01,6.953642384105958307e-02,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
4.541000000000000036e-01,2.123287671232876872e-01,6.340579710144927938e-01,3.278145695364238499e-01,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
1.250000000000000000e-01,0.000000000000000000e+00,6.521739130434782705e-01,2.781456953642384364e-02,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,8.835904628330997213e-01,3.642384105960263380e-02,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.512000000000000233e-01,2.705479452054794787e-01,5.890603085553997031e-01,2.384105960264901181e-01,0.000000000000000000e+00
4.541000000000000036e-01,2.123287671232876872e-01,6.340579710144927938e-01,3.278145695364238499e-01,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,8.835904628330997213e-01,3.642384105960263380e-02,0.000000000000000000e+00
5.252000000000000002e-01,1.917808219178082363e-01,6.324110671936759021e-01,1.291390728476821403e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.943000000000000504e-01,5.958904109589041598e-01,7.152875175315568379e-01,2.649006622516555595e-02,0.000000000000000000e+00
4.541000000000000036e-01,2.123287671232876872e-01,6.340579710144927938e-01,3.278145695364238499e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
4.541000000000000036e-01,2.123287671232876872e-01,6.340579710144927938e-01,3.278145695364238499e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
6.522000000000000020e-01,6.198630136986301720e-01,6.732117812061710893e-01,4.139072847682119805e-01,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.252000000000000002e-01,1.917808219178082363e-01,6.324110671936759021e-01,1.291390728476821403e-01,0.000000000000000000e+00
5.752000000000000446e-01,6.369863013698631171e-01,6.100981767180926330e-01,6.622516556291391243e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
5.789999999999999591e-01,5.924657534246575707e-01,8.204768583450210429e-01,6.622516556291411539e-03,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.789999999999999591e-01,5.924657534246575707e-01,8.204768583450210429e-01,6.622516556291411539e-03,0.000000000000000000e+00
3.235000000000000098e-01,1.267123287671232945e-01,4.207573632538569863e-01,1.920529801324503405e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.725543478260870289e-01,1.125827814569536622e-01,0.000000000000000000e+00
6.245000000000000551e-01,6.164383561643835829e-01,6.942496493688640191e-01,2.384105960264900625e-01,0.000000000000000000e+00
6.522000000000000020e-01,6.198630136986301720e-01,6.732117812061710893e-01,4.139072847682119805e-01,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
6.522000000000000020e-01,6.198630136986301720e-01,6.732117812061710893e-01,4.139072847682119805e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
5.252000000000000002e-01,1.917808219178082363e-01,6.324110671936759021e-01,1.291390728476821403e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
5.649999999999999467e-01,2.260273972602739878e-01,6.942496493688640191e-01,2.052980132450331896e-01,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
2.851000000000000201e-01,1.746575342465753466e-01,3.162055335968379510e-01,9.933774834437072640e-03,0.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,0.000000000000000000e+00
5.039000000000000146e-01,7.260273972602739878e-01,5.370843989769821247e-01,1.106906338694418068e-01,0.000000000000000000e+00
6.461999999999999966e-01,5.958904109589041598e-01,7.573632538569425865e-01,2.019867549668874218e-01,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,8.835904628330997213e-01,3.642384105960263380e-02,0.000000000000000000e+00
5.818999999999999728e-01,6.198630136986301720e-01,7.573632538569425865e-01,3.311258278145695622e-02,0.000000000000000000e+00
5.789999999999999591e-01,5.924657534246575707e-01,8.204768583450210429e-01,6.622516556291411539e-03,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.632000000000000339e-01,6.164383561643835829e-01,6.929347826086956763e-01,6.953642384105958307e-02,0.000000000000000000e+00
4.536999999999999922e-01,1.815068493150684970e-01,6.521739130434782705e-01,1.125827814569536622e-01,0.000000000000000000e+00
5.866000000000000103e-01,6.438356164383561842e-01,6.698002350176263109e-01,2.350993377483443225e-01,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,4.844720496894410755e-01,4.966887417218543432e-02,0.000000000000000000e+00
3.652000000000000246e-01,1.712328767123287576e-01,5.138339920948616912e-01,1.953642384105960250e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.281000000000000139e-01,2.534246575342465890e-01,6.713554987212275726e-01,4.635761589403973870e-01,1.000000000000000000e+00
5.668999999999999595e-01,7.260273972602739878e-01,5.946291560102302531e-01,1.958372753074739681e-01,1.000000000000000000e+00
3.064000000000000057e-01,1.232876712328767055e-01,4.207573632538569863e-01,1.920529801324503405e-01,1.000000000000000000e+00
